,f1-score,precision,recall,accuracy,bal_accuracy
Cellulophaga_capsid,0.2252922422954304,0.12709832134292565,0.9906542056074766,0.9799168021157607,0.9852696315393705
Cellulophaga_tail,0.34555307618744024,0.20934723831595212,0.9890510948905109,0.9863316489237755,0.987686392867666
Cellulophaga_baseplate,0.41295546558704455,0.26424870466321243,0.9444444444444444,0.9901694915254238,0.9673909756245085
Cellulophaga_tail_appendage,0.5486935866983373,0.3780687397708674,1.0,0.9916916282222271,0.9958247264097042
Cellulophaga_tail_sheath,0.17204301075268819,0.09411764705882353,1.0,0.982854598085059,0.9914120008922597
Cellulophaga_portal,0.22712933753943218,0.12811387900355872,1.0,0.9688057040998217,0.9843310309542083
Cellulophaga_head-tail_joining,0.22962962962962963,0.1297071129707113,1.0,0.9814252545097338,0.9906868451688009
Cellulophaga_integration,0.2919254658385093,0.1709090909090909,1.0,0.9830944142362827,0.9915176467670329
Cellulophaga_nuclease,0.3421686746987952,0.2066957787481805,0.993006993006993,0.9897169331600656,0.9913575207509566
Cellulophaga_DNA_polymerase,0.5411764705882353,0.38016528925619836,0.9387755102040817,0.9946706750478272,0.966816972898709
Cellulophaga_terminase,0.3048016701461378,0.1806930693069307,0.9733333333333334,0.9836972486047195,0.9785343881545543
Cellulophaga_annealing,0.7333333333333333,0.6111111111111112,0.9166666666666666,0.9978106185002736,0.9573723228995057
Cellulophaga_helicase,0.32727272727272727,0.19636363636363635,0.9818181818181818,0.9830158365848061,0.9824195395876404
Cellulophaga_primase,0.49557522123893805,0.32941176470588235,1.0,0.9892229154849688,0.9945827789393651
Cellulophaga_replication_initiation,0.8461538461538461,0.7333333333333333,1.0,0.9958231813435433,0.997887323943662
Cellulophaga_transcriptional_regulator,0.3854069223573433,0.23870220162224798,1.0,0.9861902259590121,0.9930650847600752
Cellulophaga_transcriptional_activator,0.4946236559139785,0.32857142857142857,1.0,0.9830140946873871,0.9914358600583091
Cellulophaga_transcriptional_repressor,0.5447761194029851,0.37435897435897436,1.0,0.9923687996497154,0.9961668970717608
Cellulophaga_packaging_assembly,0.3155505107832009,0.18758434547908232,0.9928571428571429,0.9891455006930319,0.9909966330747555
Cellulophaga_adsorption-related,0.5042016806722689,0.33707865168539325,1.0,0.992176882023403,0.9960728192498419
Cellulophaga_cell_wall_depolymerase,0.493368700265252,0.32978723404255317,0.9789473684210527,0.9924359431309651,0.9857171251391319
Cellulophaga_RNA-associated,0.3554913294797688,0.21654929577464788,0.9919354838709677,0.9887214242362937,0.9903233989623738
Cellulophaga_nucleotide_metabolism,0.3211009174311927,0.1912568306010929,1.0,0.9926689122250842,0.9963280901106535
Cellulophaga_ejection,0.3023255813953488,0.1780821917808219,1.0,0.9929971988795518,0.9964932787843366
Cellulophaga_phosphorylation,0.315018315018315,0.19111111111111112,0.8958333333333334,0.9904469987228608,0.9432564526040867
