,f1-score,precision,recall,accuracy,bal_accuracy
Enterococcus_transcriptional_activator,0.0,0.0,0.0,0.8947368421052632,0.4935483870967742
Enterococcus_transcriptional_repressor,0.015748031496062992,0.0125,0.02127659574468085,0.9682821618878458,0.5004944868810718
Enterococcus_packaging_assembly,0.0966183574879227,0.13986013986013987,0.07380073800738007,0.963526428710747,0.5307398961999237
Enterococcus_adsorption-related,0.09523809523809523,0.14285714285714285,0.07142857142857142,0.9904088844018173,0.5341891204880529
Enterococcus_cell_wall_depolymerase,0.5154639175257731,0.5597014925373134,0.47770700636942676,0.9716639871382636,0.7327319011925988
Enterococcus_RNA-associated,0.10344827586206896,0.21428571428571427,0.06818181818181818,0.9234449760765551,0.5254329004329005
Enterococcus_nucleotide_metabolism,0.323943661971831,0.5111111111111111,0.23711340206185566,0.9654800431499461,0.6144583403751901
Enterococcus_ejection,0.0,0.0,0.0,0.9361702127659575,0.4888888888888889
Enterococcus_phosphorylation,0.4897959183673469,0.96,0.3287671232876712,0.977924944812362,0.6641554594540546
Enterococcus_transferase,0.036036036036036036,0.2222222222222222,0.0196078431372549,0.9682304038004751,0.5087322742936734
Enterococcus_reductase,0.14814814814814814,0.10810810810810811,0.23529411764705882,0.8995633187772926,0.5802320928371348
Enterococcus_anti-restriction,0.043478260869565216,0.15789473684210525,0.025210084033613446,0.9691804809712818,0.510683812429871
Enterococcus_sir2,,,,,
Enterococcus_toxin,0.0,0.0,0.0,0.9581497797356828,0.48013245033112584
Enterococcus_super_infection,0.0,0.0,0.0,0.9978118161925602,0.5
Enterococcus_lysis,0.09649122807017543,0.2,0.06358381502890173,0.9697236919459141,0.5284741575521525
Enterococcus_lysis_inhibitor,,,,,
Enterococcus_holin,0.0,0.0,0.0,0.9867071781238131,0.4994232987312572
Enterococcus_spanin,0.0,0.0,0.0,0.9795918367346939,0.5
Enterococcus_pvp,,,,,
Enterococcus_DNA-associated,,,,,
Erwinia_capsid,0.23768736616702354,0.2991913746630728,0.19715808170515098,0.9120009887529353,0.5813101779407795
Erwinia_tail,0.31206106870229006,0.3346430910281598,0.2923340961098398,0.9374392580457057,0.6313414242405321
Erwinia_baseplate,0.07518796992481203,0.09146341463414634,0.06382978723404255,0.9381495139121689,0.5189154170858749
Erwinia_tail_appendage,0.11895910780669144,0.17297297297297298,0.0906515580736544,0.9510431728981615,0.5371255432130518
Erwinia_tail_sheath,0.3263888888888889,0.41228070175438597,0.27011494252873564,0.9156888309430682,0.6193075888008042
Erwinia_portal,0.0,0.0,0.0,0.9803613511390417,0.4960254372019078
Erwinia_head-tail_joining,0.0,0.0,0.0,0.9558981713875941,0.48053352559480894
Erwinia_integration,0.33383010432190763,0.35668789808917195,0.3137254901960784,0.9453745570084321,0.6439570461458286
Erwinia_nuclease,0.08074534161490683,0.08904109589041095,0.07386363636363637,0.976855109860036,0.5316594801179159
Erwinia_DNA_polymerase,0.043795620437956206,0.09375,0.02857142857142857,0.9774293590627153,0.5117414082671146
Erwinia_terminase,0.0,0.0,0.0,0.9780329505741387,0.4970819588936818
Erwinia_annealing,0.0,0.0,0.0,0.9931972789115646,0.5
Erwinia_helicase,0.22707423580786026,0.19548872180451127,0.2708333333333333,0.9588754646840149,0.6227027883396704
Erwinia_primase,0.0,0.0,0.0,0.9975688816855753,0.5
Erwinia_replication_initiation,0.0,0.0,0.0,0.9484304932735426,0.47959183673469385
Erwinia_transcriptional_regulator,0.1390593047034765,0.13229571984435798,0.14655172413793102,0.9612802354455992,0.562797523566945
Erwinia_transcriptional_activator,0.16666666666666666,0.2,0.14285714285714285,0.9899799599198397,0.5694104079573302
Erwinia_transcriptional_repressor,0.017391304347826087,0.013513513513513514,0.024390243902439025,0.9703878406708596,0.5025262477790341
Erwinia_packaging_assembly,0.20973782771535582,0.23140495867768596,0.1917808219178082,0.9733552216188913,0.58990816472193
Erwinia_adsorption-related,0.17891373801916932,0.3684210526315789,0.11814345991561181,0.9608470444850701,0.5552784630066443
Erwinia_cell_wall_depolymerase,0.13934426229508196,0.3469387755102041,0.08717948717948718,0.9747596153846154,0.5416205128205128
Erwinia_RNA-associated,0.2829827915869981,0.2846153846153846,0.2813688212927757,0.9513366208149494,0.6281894489373996
Erwinia_nucleotide_metabolism,0.005934718100890208,0.004901960784313725,0.007518796992481203,0.9461241556770665,0.4870790369514584
Erwinia_ejection,0.41134751773049644,0.3372093023255814,0.5272727272727272,0.9492044063647491,0.7455869652829754
Erwinia_phosphorylation,0.032388663967611336,0.02857142857142857,0.037383177570093455,0.9582678540247949,0.5065919446569328
Erwinia_transferase,0.1791044776119403,0.27692307692307694,0.1323529411764706,0.947477319751711,0.5583574720854904
Erwinia_reductase,0.07142857142857142,0.06666666666666667,0.07692307692307693,0.9501915708812261,0.5247090826658607
Erwinia_anti-restriction,0.11009174311926606,0.1565217391304348,0.08490566037735849,0.9487043892120571,0.533571672891481
Erwinia_sir2,0.0,0.0,0.0,1.0,1.0
Erwinia_toxin,0.0,0.0,0.0,0.9905956112852664,0.49763779527559054
Erwinia_super_infection,0.0,0.0,0.0,0.9870009285051068,0.49953007518796994
Erwinia_lysis,0.14492753623188406,0.22727272727272727,0.10638297872340426,0.9788277511961723,0.5500889221394123
Erwinia_lysis_inhibitor,0.0,0.0,0.0,0.9744318181818182,0.4971014492753623
Erwinia_holin,0.011299435028248588,0.007751937984496124,0.020833333333333332,0.9304451510333863,0.48448473797947056
Erwinia_spanin,0.5555555555555556,0.5128205128205128,0.6060606060606061,0.977191732002851,0.79609599646096
Erwinia_pvp,,,,,
Erwinia_DNA-associated,,,,,
Flavobacterium_capsid,0.19528619528619529,0.46774193548387094,0.12340425531914893,0.9696392276422764,0.5595415934183803
Flavobacterium_tail,0.4644091223220456,0.5989304812834224,0.3792325056433409,0.9806269373062694,0.6867403389201417
Flavobacterium_baseplate,0.11827956989247312,0.3793103448275862,0.07006369426751592,0.9783240814168649,0.5338171083026066
Flavobacterium_tail_appendage,0.6365914786967418,0.6446700507614214,0.6287128712871287,0.9862363550071191,0.8109692296046599
Flavobacterium_tail_sheath,0.05405405405405406,0.027777777777777776,1.0,0.9875044626918957,0.99375
Flavobacterium_portal,0.0,0.0,0.0,0.9838408949658173,0.4984256926952141
Flavobacterium_head-tail_joining,0.5473684210526316,0.7027027027027027,0.4482758620689655,0.9900232018561484,0.7228444220975119
Flavobacterium_integration,0.16666666666666666,0.10185185185185185,0.4583333333333333,0.9886281401840173,0.724140239057588
Flavobacterium_nuclease,0.5371621621621622,0.5867158671586716,0.4953271028037383,0.9766609880749574,0.7427594442120977
Flavobacterium_DNA_polymerase,0.5205479452054794,0.5428571428571428,0.5,0.9917413874469089,0.7480952380952381
Flavobacterium_terminase,0.1276595744680851,0.2,0.09375,0.9919921875,0.5456957547169812
Flavobacterium_annealing,0.0,0.0,0.0,0.9059929494712103,0.4974193548387097
Flavobacterium_helicase,0.4142857142857143,0.29292929292929293,0.7073170731707317,0.986312802537139,0.8477761836441894
Flavobacterium_primase,0.4,0.25,1.0,0.9720338983050848,0.985885372112917
Flavobacterium_replication_initiation,0.0,0.0,0.0,0.9685393258426966,0.4976905311778291
Flavobacterium_transcriptional_regulator,0.2892768079800499,0.3918918918918919,0.22924901185770752,0.9761964419944876,0.6107849154851678
Flavobacterium_transcriptional_activator,0.0,0.0,0.0,0.937007874015748,0.5
Flavobacterium_transcriptional_repressor,0.24822695035460993,0.5223880597014925,0.16279069767441862,0.9446475195822455,0.5769693460709576
Flavobacterium_packaging_assembly,0.5594855305466238,0.5761589403973509,0.54375,0.9908465290305338,0.7697138599986493
Flavobacterium_adsorption-related,0.4928571428571429,0.5111111111111111,0.47586206896551725,0.981943031536114,0.7336558693059222
Flavobacterium_cell_wall_depolymerase,0.0,0.0,0.0,0.9576206765488408,0.4982202887087206
Flavobacterium_RNA-associated,0.01444043321299639,0.022727272727272728,0.010582010582010581,0.974291364535267,0.5011682823763361
Flavobacterium_nucleotide_metabolism,0.8571428571428571,0.9230769230769231,0.8,0.9992836676217765,0.8999102172741964
Flavobacterium_ejection,0.0,0.0,0.0,1.0,1.0
Flavobacterium_phosphorylation,0.0,0.0,0.0,0.978220052572287,0.49515301273522144
Flavobacterium_transferase,0.3176470588235294,0.627906976744186,0.2125984251968504,0.9829461922963835,0.605100710725766
Flavobacterium_reductase,0.0,0.0,0.0,0.9273301737756714,0.46476642913697547
Flavobacterium_anti-restriction,0.4722222222222222,0.4473684210526316,0.5,0.9932251738277768,0.7481165919282511
Flavobacterium_sir2,,,,,
Flavobacterium_toxin,0.0,0.0,0.0,1.0,1.0
Flavobacterium_super_infection,0.0,0.0,0.0,1.0,1.0
Flavobacterium_lysis,0.6335697399527187,0.6568627450980392,0.6118721461187214,0.9828216779341682,0.8019606073619505
Flavobacterium_lysis_inhibitor,,,,,
Flavobacterium_holin,0.4,0.7272727272727273,0.27586206896551724,0.9668508287292817,0.6357727611014636
Flavobacterium_spanin,0.19047619047619047,0.16666666666666666,0.2222222222222222,0.9940725244072525,0.6093622478722164
Flavobacterium_pvp,,,,,
Flavobacterium_DNA-associated,,,,,
Gordonia_capsid,0.4342629482071713,0.7622377622377622,0.30362116991643456,0.9317635752042287,0.6473404298175389
Gordonia_tail,0.3884048788214795,0.32102644671379943,0.491579791499599,0.8436652224966595,0.6873968857961896
Gordonia_baseplate,0.0,0.0,0.0,0.9831675592960979,0.49844840961986037
Gordonia_tail_appendage,0.3880597014925373,0.4304635761589404,0.3532608695652174,0.9364143920595533,0.6624856979405034
Gordonia_tail_sheath,0.0,0.0,0.0,0.9653379549393414,0.5
Gordonia_portal,0.0,0.0,0.0,0.9194865810968494,0.4834355828220859
Gordonia_head-tail_joining,0.36597938144329895,0.43558282208588955,0.31555555555555553,0.8722741433021807,0.6307348618459729
Gordonia_integration,0.27218934911242604,0.24041811846689895,0.31363636363636366,0.8381815524046192,0.6039141209866011
Gordonia_nuclease,0.37153813378781425,0.310099573257468,0.463336875664187,0.8710438887917468,0.6854647605909769
Gordonia_DNA_polymerase,0.3236994219653179,0.36363636363636365,0.2916666666666667,0.9322132097334879,0.6308026584867076
Gordonia_terminase,0.132013201320132,0.17391304347826086,0.10638297872340426,0.9276478679504814,0.5394113907252066
Gordonia_annealing,0.5041322314049587,0.3609467455621302,0.8356164383561644,0.8187311178247734,0.826127404237505
Gordonia_helicase,0.56,0.7,0.4666666666666667,0.9779116465863453,0.7302277432712215
Gordonia_primase,0.47058823529411764,0.5714285714285714,0.4,0.9890510948905109,0.6981527093596059
Gordonia_replication_initiation,0.2085889570552147,0.3090909090909091,0.1574074074074074,0.794912559618442,0.5422353735693467
Gordonia_transcriptional_regulator,0.4115384615384615,0.5169082125603864,0.34185303514376997,0.9324204946996466,0.6590641213678518
Gordonia_transcriptional_activator,0.75,1.0,0.6,0.9956989247311828,0.8
Gordonia_transcriptional_repressor,0.3892445582586428,0.34467120181405897,0.4470588235294118,0.8765847347994825,0.6825365039632875
Gordonia_packaging_assembly,0.19015565839293228,0.15727209464161448,0.2404255319148936,0.8049842974369364,0.5524152068935122
Gordonia_adsorption-related,0.1702127659574468,0.64,0.09815950920245399,0.9276102088167053,0.5468207184566487
Gordonia_cell_wall_depolymerase,0.5704225352112676,0.9204545454545454,0.413265306122449,0.9475268817204301,0.7049886887587351
Gordonia_RNA-associated,0.06976744186046512,0.25,0.04054054054054054,0.974627339042182,0.5188087567918682
Gordonia_nucleotide_metabolism,0.26785714285714285,0.37037037037037035,0.2097902097902098,0.877703206562267,0.5836096291021166
Gordonia_ejection,0.0,0.0,0.0,1.0,1.0
Gordonia_phosphorylation,0.4020100502512563,0.8333333333333334,0.26490066225165565,0.9312138728323699,0.6299170822341242
Gordonia_transferase,0.2017220172201722,0.20812182741116753,0.1957040572792363,0.8115015974440895,0.5462647270523165
Gordonia_reductase,0.0,0.0,0.0,0.9827700463883366,0.5
Gordonia_anti-restriction,0.3316151202749141,0.2969230769230769,0.3754863813229572,0.7960146827477713,0.6185007664190544
Gordonia_sir2,,,,,
Gordonia_toxin,0.08955223880597014,0.6,0.04838709677419355,0.8435897435897436,0.5211447678992919
Gordonia_super_infection,0.008658008658008658,0.004366812227074236,0.5,0.5536062378167641,0.526908023483366
Gordonia_lysis,0.5196850393700787,0.66,0.42857142857142855,0.9425503861367489,0.7056545201346176
Gordonia_lysis_inhibitor,,,,,
Gordonia_holin,0.5084745762711864,0.6557377049180327,0.41522491349480967,0.895117540687161,0.6912318015211958
Gordonia_spanin,0.0,0.0,0.0,0.8909090909090909,0.5
Gordonia_pvp,,,,,
Gordonia_DNA-associated,,,,,
Haloarcula_capsid,0.5581395348837209,0.46153846153846156,0.7058823529411765,0.9978977649922549,0.8521652092829151
Haloarcula_tail,0.22349570200573066,0.1326530612244898,0.7090909090909091,0.9928798507658758,0.8511907210823171
Haloarcula_baseplate,0.25925925925925924,0.20588235294117646,0.35,0.9943526754200198,0.6730886308933881
Haloarcula_tail_appendage,0.4117647058823529,0.2916666666666667,0.7,0.9984350547730829,0.8493343774471418
Haloarcula_tail_sheath,0.0,0.0,0.0,0.9984615384615385,0.9984615384615385
Haloarcula_portal,0.5,0.3333333333333333,1.0,0.9987959060806743,0.9993975903614458
Haloarcula_head-tail_joining,0.0,0.0,0.0,0.997874601487779,0.49973390101117615
Haloarcula_integration,0.0,0.0,0.0,0.969104245387864,0.48514520974741293
Haloarcula_nuclease,0.39779005524861877,0.26666666666666666,0.782608695652174,0.9894949884348496,0.8865124794814596
Haloarcula_DNA_polymerase,0.0,0.0,0.0,0.9995365005793743,0.5
Haloarcula_terminase,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9988584474885844,0.8568568977490911
Haloarcula_annealing,,,,,
Haloarcula_helicase,0.0,0.0,0.0,1.0,1.0
Haloarcula_primase,0.0,0.0,0.0,1.0,1.0
Haloarcula_replication_initiation,,,,,
Haloarcula_transcriptional_regulator,0.4049079754601227,0.2619047619047619,0.8918918918918919,0.9917866215071973,0.9419962304953386
Haloarcula_transcriptional_activator,,,,,
Haloarcula_transcriptional_repressor,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.9964357317888171,0.9268980684643335
Haloarcula_packaging_assembly,0.3103448275862069,0.19148936170212766,0.8181818181818182,0.9945111492281303,0.9064797636226207
Haloarcula_adsorption-related,0.11764705882352941,0.2,0.08333333333333333,0.9979938477999197,0.5413987497209198
Haloarcula_cell_wall_depolymerase,0.05194805194805195,0.029411764705882353,0.2222222222222222,0.9869292748433304,0.6051928901641958
Haloarcula_RNA-associated,0.0,0.0,0.0,0.9996300406955235,0.4999383249044036
Haloarcula_nucleotide_metabolism,0.32,0.22857142857142856,0.5333333333333333,0.9957648231190832,0.7649819044053413
Haloarcula_ejection,,,,,
Haloarcula_phosphorylation,0.8,1.0,0.6666666666666666,0.9997974888618874,0.8333333333333333
Haloarcula_transferase,0.35,0.23333333333333334,0.7,0.9966802860061287,0.8485297877780619
Haloarcula_reductase,0.0,0.0,0.0,1.0,1.0
Haloarcula_anti-restriction,0.13793103448275862,0.09090909090909091,0.2857142857142857,0.9891445940078158,0.6385017421602788
Haloarcula_sir2,,,,,
Haloarcula_toxin,0.0,0.0,0.0,1.0,1.0
Haloarcula_super_infection,,,,,
Haloarcula_lysis,0.2898550724637681,0.18518518518518517,0.6666666666666666,0.994980536775251,0.8310762285831538
Haloarcula_lysis_inhibitor,,,,,
Haloarcula_holin,0.2222222222222222,0.2,0.25,0.9955668144395187,0.6237301587301587
Haloarcula_spanin,0.0,0.0,0.0,1.0,1.0
Haloarcula_pvp,,,,,
Haloarcula_DNA-associated,,,,,
Halorubrum_capsid,0.5641025641025641,0.4230769230769231,0.8461538461538461,0.9977008385177171,0.9220608006002939
Halorubrum_tail,0.5346534653465347,0.5346534653465347,0.5346534653465347,0.997400801880271,0.7666751133298778
Halorubrum_baseplate,0.2,0.1111111111111111,1.0,0.9986708755607244,0.9993353273512795
Halorubrum_tail_appendage,0.46153846153846156,0.35294117647058826,0.6666666666666666,0.9985932475884244,0.8327801803613932
Halorubrum_tail_sheath,0.0,0.0,0.0,0.9983539094650206,0.9983539094650206
Halorubrum_portal,0.4,0.25,1.0,0.9982598607888631,0.9991294254207777
Halorubrum_head-tail_joining,0.8888888888888888,0.8,1.0,0.9995913363302003,0.9997953336062219
Halorubrum_integration,0.18181818181818182,0.14285714285714285,0.25,0.9991026024528866,0.6247007481296758
Halorubrum_nuclease,0.620253164556962,0.47572815533980584,0.8909090909090909,0.9948502274482877,0.9431261563548559
Halorubrum_DNA_polymerase,0.0,0.0,0.0,0.9989943010392223,0.9989943010392223
Halorubrum_terminase,0.42857142857142855,0.2727272727272727,1.0,0.9981425586254934,0.9990706319702602
Halorubrum_annealing,,,,,
Halorubrum_helicase,0.0,0.0,0.0,1.0,1.0
Halorubrum_primase,0.0,0.0,0.0,1.0,1.0
Halorubrum_replication_initiation,,,,,
Halorubrum_transcriptional_regulator,0.34615384615384615,0.225,0.75,0.9946418721928926,0.8725526959816847
Halorubrum_transcriptional_activator,,,,,
Halorubrum_transcriptional_repressor,0.4117647058823529,0.3684210526315789,0.4666666666666667,0.9950384519970231,0.7318393094289508
Halorubrum_packaging_assembly,0.6346153846153846,0.5689655172413793,0.717391304347826,0.9973544973544973,0.8578226252148405
Halorubrum_adsorption-related,0.09523809523809523,0.5,0.05263157894736842,0.9980319038740418,0.5262638953377216
Halorubrum_cell_wall_depolymerase,0.5714285714285714,0.4,1.0,0.9991822270682841,0.9995908904950225
Halorubrum_RNA-associated,0.0,0.0,0.0,0.9978005865102639,0.5
Halorubrum_nucleotide_metabolism,0.0,0.0,0.0,0.995895330938943,0.5
Halorubrum_ejection,,,,,
Halorubrum_phosphorylation,0.0,0.0,0.0,0.9991573625447651,0.5
Halorubrum_transferase,0.18181818181818182,0.11764705882352941,0.4,0.9972260748959778,0.6988433066008637
Halorubrum_reductase,0.0,0.0,0.0,1.0,1.0
Halorubrum_anti-restriction,0.5714285714285714,0.5,0.6666666666666666,0.9971112181030333,0.8323676162884275
Halorubrum_sir2,,,,,
Halorubrum_toxin,0.0,0.0,0.0,1.0,1.0
Halorubrum_super_infection,,,,,
Halorubrum_lysis,0.0,0.0,0.0,0.9967882304185661,0.4998960823028162
Halorubrum_lysis_inhibitor,0.0,0.0,0.0,1.0,1.0
Halorubrum_holin,0.42857142857142855,0.3,0.75,0.997698504027618,0.873991935483871
Halorubrum_spanin,0.0,0.0,0.0,1.0,1.0
Halorubrum_pvp,,,,,
Halorubrum_DNA-associated,,,,,
Klebsiella_capsid,0.024691358024691357,0.05128205128205128,0.016260162601626018,0.8835176408636124,0.4931312395125341
Klebsiella_tail,0.20835785756327252,0.33177132146204313,0.15186615186615188,0.9251196971384033,0.565320745983384
Klebsiella_baseplate,0.11428571428571428,0.3333333333333333,0.06896551724137931,0.9096324461343472,0.5281142136947586
Klebsiella_tail_appendage,0.2937956204379562,0.4236842105263158,0.22486033519553073,0.929140346058775,0.6017022357862635
Klebsiella_tail_sheath,0.0,0.0,0.0,0.9712793733681462,0.49865951742627346
Klebsiella_portal,0.008620689655172414,0.018867924528301886,0.00558659217877095,0.8575851393188855,0.4846874465072128
Klebsiella_head-tail_joining,0.025974025974025976,0.13043478260869565,0.014423076923076924,0.9264705882352942,0.5037052271010897
Klebsiella_integration,0.022204599524187154,0.06451612903225806,0.013409961685823755,0.8848631991782613,0.49620317018590204
Klebsiella_nuclease,0.12060301507537688,0.17142857142857143,0.09302325581395349,0.8807450594381767,0.5248446845232809
Klebsiella_DNA_polymerase,0.0273972602739726,0.8333333333333334,0.013927576601671309,0.8843271423916585,0.5067792864558172
Klebsiella_terminase,0.004024144869215292,0.08333333333333333,0.002061855670103093,0.8900732844770153,0.4996620876160371
Klebsiella_annealing,0.020618556701030927,0.014925373134328358,0.03333333333333333,0.8743386243386243,0.4712121212121212
Klebsiella_helicase,0.15913688469318948,0.13947990543735225,0.18524332810047095,0.7558731401722788,0.5112081100354737
Klebsiella_primase,0.01834862385321101,0.014492753623188406,0.025,0.8901437371663244,0.47609743040685226
Klebsiella_replication_initiation,0.0,0.0,0.0,0.9887755102040816,0.5
Klebsiella_transcriptional_regulator,0.06986899563318777,0.3418803418803419,0.038910505836575876,0.9150378938970881,0.516109463398865
Klebsiella_transcriptional_activator,0.03225806451612903,0.25,0.017241379310344827,0.9121522693997072,0.5062206896551724
Klebsiella_transcriptional_repressor,0.01990049751243781,0.023668639053254437,0.017167381974248927,0.8253933082206958,0.4678127495490222
Klebsiella_packaging_assembly,0.008298755186721992,0.017543859649122806,0.005434782608695652,0.9000487906879487,0.4900314440114384
Klebsiella_adsorption-related,0.46108374384236456,0.6290322580645161,0.36391912908242613,0.9269205076820307,0.6718747940062818
Klebsiella_cell_wall_depolymerase,0.020260492040520984,0.14,0.0109204368174727,0.886237607124853,0.5014112541902807
Klebsiella_RNA-associated,0.03803803803803804,0.3392857142857143,0.02014846235418876,0.9179053476849479,0.5083553795557991
Klebsiella_nucleotide_metabolism,0.005390835579514825,0.03333333333333333,0.002932551319648094,0.9428969359331476,0.4990973816882508
Klebsiella_ejection,0.6423076923076924,0.912568306010929,0.49554896142433236,0.9245436105476673,0.7440150822159255
Klebsiella_phosphorylation,0.27993779160186627,0.8411214953271028,0.16791044776119404,0.9048108552631579,0.581991268242889
Klebsiella_transferase,0.00522875816993464,0.030303030303030304,0.002861230329041488,0.8995777249934019,0.4967787762344437
Klebsiella_reductase,0.013422818791946308,0.020833333333333332,0.009900990099009901,0.9016064257028112,0.4880804304407469
Klebsiella_anti-restriction,0.08,0.13145539906103287,0.057494866529774126,0.9096774193548387,0.5148230015322361
Klebsiella_sir2,0.0,0.0,0.0,0.9861111111111112,0.5
Klebsiella_toxin,0.0,0.0,0.0,0.9035087719298246,0.5
Klebsiella_super_infection,0.203125,0.65,0.12037037037037036,0.9114583333333334,0.5568326947637293
Klebsiella_lysis,0.023121387283236993,0.06691449814126393,0.013975155279503106,0.8729323308270677,0.49523884144802716
Klebsiella_lysis_inhibitor,0.10526315789473684,0.4,0.06060606060606061,0.9451612903225807,0.5277476640338651
Klebsiella_holin,0.25748502994011974,0.6615384615384615,0.15985130111524162,0.9223787167449139,0.5761662520613802
Klebsiella_spanin,0.013422818791946308,0.08695652173913043,0.007272727272727273,0.8869665513264129,0.49912217619010396
Klebsiella_pvp,,,,,
Klebsiella_DNA-associated,,,,,
Lacticaseibacillus_capsid,0.125,0.125,0.125,0.997080291970803,0.5617688531439315
Lacticaseibacillus_tail,0.08695652173913043,0.05309734513274336,0.24,0.995300611666418,0.618002762534065
Lacticaseibacillus_baseplate,0.0,0.0,0.0,0.9958530805687204,0.498221695317131
Lacticaseibacillus_tail_appendage,0.0,0.0,0.0,0.9996567112941984,0.9996567112941984
Lacticaseibacillus_tail_sheath,,,,,
Lacticaseibacillus_portal,0.18181818181818182,0.2,0.16666666666666666,0.9924686192468619,0.5816512475469582
Lacticaseibacillus_head-tail_joining,0.06493506493506493,0.033783783783783786,0.8333333333333334,0.9632371713045699,0.8983848972982187
Lacticaseibacillus_integration,0.028985507246376812,0.01639344262295082,0.125,0.9901456096484778,0.5580823884553086
Lacticaseibacillus_nuclease,0.0967741935483871,0.05555555555555555,0.375,0.994842512433229,0.6851497695852535
Lacticaseibacillus_DNA_polymerase,,,,,
Lacticaseibacillus_terminase,0.45454545454545453,0.3333333333333333,0.7142857142857143,0.9974082073434125,0.8560613083650073
Lacticaseibacillus_annealing,0.0,0.0,0.0,0.9986320109439124,0.5
Lacticaseibacillus_helicase,0.0,0.0,0.0,0.9946808510638298,0.49866666666666665
Lacticaseibacillus_primase,0.0,0.0,0.0,1.0,1.0
Lacticaseibacillus_replication_initiation,0.0,0.0,0.0,0.998062015503876,0.998062015503876
Lacticaseibacillus_transcriptional_regulator,0.025974025974025976,0.016666666666666666,0.058823529411764705,0.9908947432317592,0.5258229569199943
Lacticaseibacillus_transcriptional_activator,0.0,0.0,0.0,0.9038785834738617,0.4527027027027027
Lacticaseibacillus_transcriptional_repressor,0.0,0.0,0.0,0.99897575964493,0.4999145737228772
Lacticaseibacillus_packaging_assembly,0.0625,0.05,0.08333333333333333,0.997726411519515,0.5409460416192571
Lacticaseibacillus_adsorption-related,0.0,0.0,0.0,0.9943415637860082,0.9943415637860082
Lacticaseibacillus_cell_wall_depolymerase,0.3333333333333333,0.23076923076923078,0.6,0.9971084337349397,0.7987937273823884
Lacticaseibacillus_RNA-associated,0.0,0.0,0.0,1.0,1.0
Lacticaseibacillus_nucleotide_metabolism,,,,,
Lacticaseibacillus_ejection,,,,,
Lacticaseibacillus_phosphorylation,,,,,
Lacticaseibacillus_transferase,0.0,0.0,0.0,0.9922901199314678,0.4967124070897656
Lacticaseibacillus_reductase,,,,,
Lacticaseibacillus_anti-restriction,0.0,0.0,0.0,0.9906396255850234,0.49609375
Lacticaseibacillus_sir2,,,,,
Lacticaseibacillus_toxin,,,,,
Lacticaseibacillus_super_infection,0.0,0.0,0.0,0.9879807692307693,0.4951807228915663
Lacticaseibacillus_lysis,0.0,0.0,0.0,0.99962469506474,0.5
Lacticaseibacillus_lysis_inhibitor,,,,,
Lacticaseibacillus_holin,0.0,0.0,0.0,0.9952512861100119,0.4994042891183479
Lacticaseibacillus_spanin,,,,,
Lacticaseibacillus_pvp,,,,,
Lacticaseibacillus_DNA-associated,,,,,
Lactobacillus_capsid,0.18666666666666668,0.11666666666666667,0.4666666666666667,0.9540547326136078,0.7131454206873201
Lactobacillus_tail,0.32096069868995636,0.22720247295208656,0.5464684014869888,0.9760206638652222,0.7634952058077717
Lactobacillus_baseplate,0.4482758620689655,0.37142857142857144,0.5652173913043478,0.9602977667493796,0.7685601643622633
Lactobacillus_tail_appendage,0.7222222222222222,0.7358490566037735,0.7090909090909091,0.9888309754281459,0.8518848692166823
Lactobacillus_tail_sheath,0.0,0.0,0.0,0.9772727272727273,0.4942528735632184
Lactobacillus_portal,0.41509433962264153,0.275,0.8461538461538461,0.9789830508474576,0.9131590024202882
Lactobacillus_head-tail_joining,0.5161290322580645,0.42105263157894735,0.6666666666666666,0.9873203719357565,0.8286364930259038
Lactobacillus_integration,0.05521472392638037,0.03296703296703297,0.16981132075471697,0.9580267102752794,0.566786236904469
Lactobacillus_nuclease,0.41237113402061853,0.6451612903225806,0.30303030303030304,0.9946493945367502,0.6509956464617842
Lactobacillus_DNA_polymerase,0.11764705882352941,0.1111111111111111,0.125,0.9930555555555556,0.5606412639405205
Lactobacillus_terminase,0.2823529411764706,0.19834710743801653,0.4897959183673469,0.9461843846493163,0.7230314127454408
Lactobacillus_annealing,0.16666666666666666,0.5,0.1,0.9871630295250321,0.5493498049414824
Lactobacillus_helicase,0.10526315789473684,0.3333333333333333,0.0625,0.977165883143049,0.529877316403569
Lactobacillus_primase,0.0,0.0,0.0,0.9994908350305499,0.5
Lactobacillus_replication_initiation,0.25,1.0,0.14285714285714285,0.9899159663865547,0.5714285714285714
Lactobacillus_transcriptional_regulator,0.22371364653243847,0.1524390243902439,0.42016806722689076,0.9636763320422904,0.6953500925492097
Lactobacillus_transcriptional_activator,0.5384615384615384,0.4375,0.7,0.979557069846678,0.8422010398613518
Lactobacillus_transcriptional_repressor,0.1565217391304348,0.10404624277456648,0.3157894736842105,0.9542020774315392,0.6393496303573003
Lactobacillus_packaging_assembly,0.3709090909090909,0.2786885245901639,0.5543478260869565,0.9827069172331068,0.7705153174018318
Lactobacillus_adsorption-related,0.6333333333333333,0.5757575757575758,0.7037037037037037,0.9898664210041456,0.8485869264787176
Lactobacillus_cell_wall_depolymerase,0.6774193548387096,0.6,0.7777777777777778,0.9908466819221968,0.8856451446812892
Lactobacillus_RNA-associated,0.0784313725490196,0.08,0.07692307692307693,0.9846955389124064,0.5346848553745106
